Entity,Code,Year,Homicides - sex: Total - age: Total,World regions according to OWID
Pakistan,PAK,2017,8235,
Pakistan,PAK,2018,8241,
Pakistan,PAK,2019,8014,
Pakistan,PAK,2020,8350,
Pakistan,PAK,2021,9068,
Pakistan,PAK,2022,9937,
Pakistan,PAK,2023,10729,Asia
Pakistan (former),,2023,,Asia
Palau,PLW,2015,3,
Palau,PLW,2016,0,
Palau,PLW,2017,0,
Palau,PLW,2018,2,
Palau,PLW,2023,,Oceania
Palestine,PSE,1995,31,
Palestine,PSE,1996,120,
Palestine,PSE,1997,45,
Palestine,PSE,1998,45,
Palestine,PSE,1999,54,
Palestine,PSE,2000,42,
Palestine,PSE,2001,56,
Palestine,PSE,2002,85,
Palestine,PSE,2004,96,
Palestine,PSE,2005,83,
Palestine,PSE,2008,47,
Palestine,PSE,2009,44,
Palestine,PSE,2010,39,
Palestine,PSE,2011,30,
Palestine,PSE,2012,24,
Palestine,PSE,2013,24,
Palestine,PSE,2014,24,
Palestine,PSE,2015,30,
Palestine,PSE,2016,19,
Palestine,PSE,2017,24,
Palestine,PSE,2018,17,
Palestine,PSE,2019,16,
Palestine,PSE,2020,18,
Palestine,PSE,2021,34,
Palestine,PSE,2022,33,
Palestine,PSE,2023,,Asia
Panama,PAN,1990,278,
Panama,PAN,1991,294,
Panama,PAN,1992,311,
Panama,PAN,1993,308,
Panama,PAN,1994,323,
Panama,PAN,1995,377,
Panama,PAN,1996,248,
Panama,PAN,1997,315,
Panama,PAN,1998,281,
Panama,PAN,1999,285,
Panama,PAN,2000,299,
Panama,PAN,2001,306,
Panama,PAN,2002,376,
Panama,PAN,2003,337,
Panama,PAN,2004,308,
Panama,PAN,2005,364,
Panama,PAN,2006,221,
Panama,PAN,2007,279,
Panama,PAN,2008,493,
Panama,PAN,2009,562,
Panama,PAN,2010,460,
Panama,PAN,2011,549,
Panama,PAN,2012,637,
Panama,PAN,2013,663,
Panama,PAN,2014,604,
Panama,PAN,2015,471,
Panama,PAN,2016,405,
Panama,PAN,2017,378,
Panama,PAN,2018,401,
Panama,PAN,2019,480,
Panama,PAN,2020,500,
Panama,PAN,2021,550,
Panama,PAN,2022,499,
Panama,PAN,2023,556,North America
Papua New Guinea,PNG,1998,502,
Papua New Guinea,PNG,1999,450,
Papua New Guinea,PNG,2000,465,
Papua New Guinea,PNG,2001,436,
Papua New Guinea,PNG,2002,470,
Papua New Guinea,PNG,2003,609,
Papua New Guinea,PNG,2005,603,
Papua New Guinea,PNG,2006,610,
Papua New Guinea,PNG,2007,520,
Papua New Guinea,PNG,2008,603,
Papua New Guinea,PNG,2009,697,
Papua New Guinea,PNG,2010,713,
Papua New Guinea,PNG,2023,,Oceania
Paraguay,PRY,2000,995,
Paraguay,PRY,2001,1314,
Paraguay,PRY,2002,1372,
Paraguay,PRY,2003,1285,
Paraguay,PRY,2004,1209,
Paraguay,PRY,2005,887,
Paraguay,PRY,2006,742,
Paraguay,PRY,2007,783,
Paraguay,PRY,2008,833,
Paraguay,PRY,2009,821,
Paraguay,PRY,2010,741,
Paraguay,PRY,2011,657,
Paraguay,PRY,2012,649,
Paraguay,PRY,2013,604,
Paraguay,PRY,2014,578,
Paraguay,PRY,2015,617,
Paraguay,PRY,2016,669,
Paraguay,PRY,2017,541,
Paraguay,PRY,2018,497,
Paraguay,PRY,2019,554,
Paraguay,PRY,2020,481,
Paraguay,PRY,2021,525,
Paraguay,PRY,2022,472,
Paraguay,PRY,2023,464,South America
Peru,PER,2011,1617,
Peru,PER,2012,1968,
Peru,PER,2013,2013,
Peru,PER,2014,2076,
Peru,PER,2015,2247,
Peru,PER,2016,2435,
Peru,PER,2017,2487,
Peru,PER,2018,2452,
Peru,PER,2019,2385,
Peru,PER,2020,1903,
Peru,PER,2021,2853,
Peru,PER,2023,,South America
Philippines,PHL,1990,9281,
Philippines,PHL,1991,8707,
Philippines,PHL,1992,8293,
Philippines,PHL,1993,7758,
Philippines,PHL,1994,6446,
Philippines,PHL,1998,5913,
Philippines,PHL,1999,5703,
Philippines,PHL,2000,5735,
Philippines,PHL,2001,5852,
Philippines,PHL,2002,6553,
Philippines,PHL,2007,5962,
Philippines,PHL,2008,5820,
Philippines,PHL,2009,9088,
Philippines,PHL,2010,8645,
Philippines,PHL,2011,8489,
Philippines,PHL,2012,8484,
Philippines,PHL,2016,11155,
Philippines,PHL,2017,8268,
Philippines,PHL,2018,5651,
Philippines,PHL,2019,4764,
Philippines,PHL,2023,4995,Asia
Pitcairn,PCN,2023,,Oceania
Poland,POL,1990,679,
Poland,POL,1991,849,
Poland,POL,1992,857,
Poland,POL,1993,905,
Poland,POL,1994,917,
Poland,POL,1995,853,
Poland,POL,1996,873,
Poland,POL,1997,807,
Poland,POL,1998,759,
Poland,POL,1999,741,
Poland,POL,2000,855,
Poland,POL,2001,776,
Poland,POL,2002,716,
Poland,POL,2008,326,
Poland,POL,2009,387,
Poland,POL,2010,384,
Poland,POL,2011,422,
Poland,POL,2012,409,
Poland,POL,2013,305,
Poland,POL,2014,287,
Poland,POL,2015,298,
Poland,POL,2016,260,
Poland,POL,2017,287,
Poland,POL,2018,273,
Poland,POL,2019,253,
Poland,POL,2020,266,
Poland,POL,2021,273,
Poland,POL,2022,270,
Poland,POL,2023,311,Europe
Polynesia (UN),,2000,23.541498,
Polynesia (UN),,2001,26.174417,
Polynesia (UN),,2002,32.345085,
Polynesia (UN),,2003,28.496927,
Polynesia (UN),,2004,25.570742,
Polynesia (UN),,2005,29.665892,
Polynesia (UN),,2006,31.761063,
Polynesia (UN),,2007,25.775723,
Polynesia (UN),,2008,32.93096,
Polynesia (UN),,2009,28.102,
Polynesia (UN),,2010,25.084927,
Polynesia (UN),,2011,22.824236,
Polynesia (UN),,2012,16.497265,
Polynesia (UN),,2013,15.352276,
Polynesia (UN),,2014,16.8125,
Polynesia (UN),,2015,19.262178,
Polynesia (UN),,2016,16.682905,
Polynesia (UN),,2017,25.123535,
Polynesia (UN),,2018,38.358936,
Polynesia (UN),,2019,16.216457,
Polynesia (UN),,2020,23.726656,
Polynesia (UN),,2021,23.778772,
Polynesia (UN),,2022,23.799704,
Polynesia (UN),,2023,23.78247,
Portugal,PRT,1990,154.86896,
Portugal,PRT,1991,152.05316,
Portugal,PRT,1992,142.66716,
Portugal,PRT,1993,139.85136,
Portugal,PRT,1994,143,
Portugal,PRT,1995,109,
Portugal,PRT,1996,106,
Portugal,PRT,1997,114,
Portugal,PRT,1998,125,
Portugal,PRT,1999,109,
Portugal,PRT,2000,116,
Portugal,PRT,2001,105,
Portugal,PRT,2002,119,
Portugal,PRT,2005,135,
Portugal,PRT,2010,124,
Portugal,PRT,2011,114,
Portugal,PRT,2012,122,
Portugal,PRT,2013,144,
Portugal,PRT,2014,92,
Portugal,PRT,2015,100,
Portugal,PRT,2016,66,
Portugal,PRT,2017,76,
Portugal,PRT,2018,81,
Portugal,PRT,2019,73,
Portugal,PRT,2020,81,
Portugal,PRT,2021,82,
Portugal,PRT,2022,75,
Portugal,PRT,2023,,Europe
Puerto Rico,PRI,1990,600,
Puerto Rico,PRI,1991,817,
Puerto Rico,PRI,1992,864,
Puerto Rico,PRI,1993,954,
Puerto Rico,PRI,1994,995,
Puerto Rico,PRI,1995,864,
Puerto Rico,PRI,1996,868,
Puerto Rico,PRI,1997,724,
Puerto Rico,PRI,1998,652,
Puerto Rico,PRI,1999,593,
Puerto Rico,PRI,2000,734,
Puerto Rico,PRI,2001,802,
Puerto Rico,PRI,2002,820,
Puerto Rico,PRI,2003,818,
Puerto Rico,PRI,2004,843,
Puerto Rico,PRI,2005,825,
Puerto Rico,PRI,2006,783,
Puerto Rico,PRI,2007,774,
Puerto Rico,PRI,2008,874,
Puerto Rico,PRI,2009,956,
Puerto Rico,PRI,2010,1030,
Puerto Rico,PRI,2011,1179,
Puerto Rico,PRI,2012,1015,
Puerto Rico,PRI,2013,924,
Puerto Rico,PRI,2014,704,
Puerto Rico,PRI,2015,614,
Puerto Rico,PRI,2016,704,
Puerto Rico,PRI,2017,728,
Puerto Rico,PRI,2018,664,
Puerto Rico,PRI,2019,633,
Puerto Rico,PRI,2020,556,
Puerto Rico,PRI,2021,632,
Puerto Rico,PRI,2022,572,
Puerto Rico,PRI,2023,473,North America
Puerto Rico,PRI,2024,489,
Qatar,QAT,1990,4,
Qatar,QAT,1991,4,
Qatar,QAT,1992,6,
Qatar,QAT,1993,4,
Qatar,QAT,1994,5,
Qatar,QAT,1998,2,
Qatar,QAT,1999,3,
Qatar,QAT,2000,1,
Qatar,QAT,2001,5,
Qatar,QAT,2004,5,
Qatar,QAT,2005,6,
Qatar,QAT,2006,5,
Qatar,QAT,2007,9,
Qatar,QAT,2008,12,
Qatar,QAT,2009,8,
Qatar,QAT,2010,4,
Qatar,QAT,2011,4,
Qatar,QAT,2012,7,
Qatar,QAT,2013,9,
Qatar,QAT,2014,9,
Qatar,QAT,2015,6,
Qatar,QAT,2016,12,
Qatar,QAT,2017,12,
Qatar,QAT,2018,10,
Qatar,QAT,2019,11,
Qatar,QAT,2020,12,
Qatar,QAT,2021,9,
Qatar,QAT,2022,2,
Qatar,QAT,2023,,Asia
Republic of Vietnam,OWID_RVN,2023,,Asia
Reunion,REU,2004,23,
Reunion,REU,2005,25,
Reunion,REU,2006,19,
Reunion,REU,2007,24,
Reunion,REU,2008,18,
Reunion,REU,2009,15,
Reunion,REU,2023,,Africa
Romania,ROU,1990,796,
Romania,ROU,1991,826,
Romania,ROU,1992,839,
Romania,ROU,1993,737,
Romania,ROU,1994,776,
Romania,ROU,1995,758,
Romania,ROU,1996,722,
Romania,ROU,1997,693,
Romania,ROU,1998,561,
Romania,ROU,1999,566,
Romania,ROU,2000,556,
Romania,ROU,2001,699,
Romania,ROU,2002,656,
Romania,ROU,2003,696,
Romania,ROU,2004,487,
Romania,ROU,2005,433,
Romania,ROU,2006,357,
Romania,ROU,2007,379,
Romania,ROU,2008,302,
Romania,ROU,2009,258,
Romania,ROU,2010,266,
Romania,ROU,2011,205,
Romania,ROU,2012,212,
Romania,ROU,2013,218,
Romania,ROU,2014,325,
Romania,ROU,2015,339,
Romania,ROU,2016,306,
Romania,ROU,2017,255,
Romania,ROU,2018,250,
Romania,ROU,2019,244,
Romania,ROU,2020,281,
Romania,ROU,2021,244,
Romania,ROU,2022,247,
Romania,ROU,2023,212,Europe
Romania,ROU,2024,213,
Russia,RUS,1990,21145,
Russia,RUS,1991,22621,
Russia,RUS,1992,33912,
Russia,RUS,1993,45060,
Russia,RUS,1994,47870,
Russia,RUS,1995,45257,
Russia,RUS,1996,39083,
Russia,RUS,1997,34995,
Russia,RUS,1998,33553,
Russia,RUS,1999,38225,
Russia,RUS,2000,41090,
Russia,RUS,2001,42921,
Russia,RUS,2002,44252,
Russia,RUS,2003,41764,
Russia,RUS,2004,39256,
Russia,RUS,2005,35636,
Russia,RUS,2006,28844,
Russia,RUS,2007,25377,
Russia,RUS,2008,18188,
Russia,RUS,2009,17659,
Russia,RUS,2010,16690,
Russia,RUS,2011,16175,
Russia,RUS,2012,16247,
Russia,RUS,2013,16033,
Russia,RUS,2014,16516,
Russia,RUS,2015,16646,
Russia,RUS,2016,15864,
Russia,RUS,2017,13293,
Russia,RUS,2018,11964,
Russia,RUS,2019,11202,
Russia,RUS,2020,10697,
Russia,RUS,2021,9866,
Russia,RUS,2024,11327,
Russia,RUS,2023,,Europe
Rwanda,RWA,2006,319,
Rwanda,RWA,2007,268,
Rwanda,RWA,2008,144,
Rwanda,RWA,2010,291,
Rwanda,RWA,2012,256,
Rwanda,RWA,2013,359,
Rwanda,RWA,2014,428,
Rwanda,RWA,2015,293,
Rwanda,RWA,2016,392,
Rwanda,RWA,2017,470,
Rwanda,RWA,2018,285,
Rwanda,RWA,2019,404,
Rwanda,RWA,2020,472,
Rwanda,RWA,2023,,Africa
Saint Barthelemy,BLM,2023,,North America
Saint Helena,SHN,1994,0,
Saint Helena,SHN,1995,0,
Saint Helena,SHN,1996,0,
Saint Helena,SHN,1997,0,
Saint Helena,SHN,1998,0,
Saint Helena,SHN,1999,0,
Saint Helena,SHN,2000,0,
Saint Helena,SHN,2001,0,
Saint Helena,SHN,2002,0,
Saint Helena,SHN,2003,0,
Saint Helena,SHN,2004,1,
Saint Helena,SHN,2005,0,
Saint Helena,SHN,2006,0,
Saint Helena,SHN,2007,0,
Saint Helena,SHN,2008,0,
Saint Helena,SHN,2009,0,
Saint Helena,SHN,2023,,Africa
Saint Kitts and Nevis,KNA,1995,4,
Saint Kitts and Nevis,KNA,1996,4,
Saint Kitts and Nevis,KNA,1997,7,
Saint Kitts and Nevis,KNA,1998,8,
Saint Kitts and Nevis,KNA,1999,6,
Saint Kitts and Nevis,KNA,2000,3,
Saint Kitts and Nevis,KNA,2001,6,
Saint Kitts and Nevis,KNA,2002,5,
Saint Kitts and Nevis,KNA,2003,10,
Saint Kitts and Nevis,KNA,2004,11,
Saint Kitts and Nevis,KNA,2005,8,
Saint Kitts and Nevis,KNA,2006,17,
Saint Kitts and Nevis,KNA,2007,16,
Saint Kitts and Nevis,KNA,2008,23,
Saint Kitts and Nevis,KNA,2009,27,
Saint Kitts and Nevis,KNA,2010,21,
Saint Kitts and Nevis,KNA,2011,34,
Saint Kitts and Nevis,KNA,2012,18,
Saint Kitts and Nevis,KNA,2016,30,
Saint Kitts and Nevis,KNA,2017,23,
Saint Kitts and Nevis,KNA,2018,23,
Saint Kitts and Nevis,KNA,2019,12,
Saint Kitts and Nevis,KNA,2020,10,
Saint Kitts and Nevis,KNA,2021,14,
Saint Kitts and Nevis,KNA,2022,11,
Saint Kitts and Nevis,KNA,2023,,North America
Saint Lucia,LCA,1990,14,
Saint Lucia,LCA,1991,10,
Saint Lucia,LCA,1992,14,
Saint Lucia,LCA,1993,8,
Saint Lucia,LCA,1994,10,
Saint Lucia,LCA,1995,16,
Saint Lucia,LCA,1996,12,
Saint Lucia,LCA,1997,13,
Saint Lucia,LCA,1998,14,
Saint Lucia,LCA,1999,16,
Saint Lucia,LCA,2000,23,
Saint Lucia,LCA,2001,34,
Saint Lucia,LCA,2002,42,
Saint Lucia,LCA,2003,36,
Saint Lucia,LCA,2004,37,
Saint Lucia,LCA,2005,41,
Saint Lucia,LCA,2006,43,
Saint Lucia,LCA,2007,29,
Saint Lucia,LCA,2008,39,
Saint Lucia,LCA,2009,39,
Saint Lucia,LCA,2010,44,
Saint Lucia,LCA,2011,46,
Saint Lucia,LCA,2012,39,
Saint Lucia,LCA,2013,33,
Saint Lucia,LCA,2014,34,
Saint Lucia,LCA,2015,28,
Saint Lucia,LCA,2016,30,
Saint Lucia,LCA,2017,49,
Saint Lucia,LCA,2018,37,
Saint Lucia,LCA,2019,46,
Saint Lucia,LCA,2020,52,
Saint Lucia,LCA,2021,70,
Saint Lucia,LCA,2022,66,
Saint Lucia,LCA,2023,70,North America
Saint Martin (French part),MAF,2011,8,
Saint Martin (French part),MAF,2012,2,
Saint Martin (French part),MAF,2013,8,
Saint Martin (French part),MAF,2014,8,
Saint Martin (French part),MAF,2015,6,
Saint Martin (French part),MAF,2016,10,
Saint Martin (French part),MAF,2023,,North America
Saint Pierre and Miquelon,SPM,2006,0,
Saint Pierre and Miquelon,SPM,2007,0,
Saint Pierre and Miquelon,SPM,2008,1,
Saint Pierre and Miquelon,SPM,2009,1,
Saint Pierre and Miquelon,SPM,2023,,North America
Saint Vincent and the Grenadines,VCT,1990,11,
Saint Vincent and the Grenadines,VCT,1991,18,
Saint Vincent and the Grenadines,VCT,1992,18,
Saint Vincent and the Grenadines,VCT,1993,14,
Saint Vincent and the Grenadines,VCT,1994,13,
Saint Vincent and the Grenadines,VCT,1995,20,
Saint Vincent and the Grenadines,VCT,1996,24,
Saint Vincent and the Grenadines,VCT,1997,9,
Saint Vincent and the Grenadines,VCT,1998,24,
Saint Vincent and the Grenadines,VCT,1999,14,
Saint Vincent and the Grenadines,VCT,2000,20,
Saint Vincent and the Grenadines,VCT,2001,12,
Saint Vincent and the Grenadines,VCT,2002,20,
Saint Vincent and the Grenadines,VCT,2003,18,
Saint Vincent and the Grenadines,VCT,2004,29,
Saint Vincent and the Grenadines,VCT,2005,26,
Saint Vincent and the Grenadines,VCT,2006,20,
Saint Vincent and the Grenadines,VCT,2007,40,
Saint Vincent and the Grenadines,VCT,2008,16,
Saint Vincent and the Grenadines,VCT,2009,23,
Saint Vincent and the Grenadines,VCT,2010,25,
Saint Vincent and the Grenadines,VCT,2016,40,
Saint Vincent and the Grenadines,VCT,2017,39,
Saint Vincent and the Grenadines,VCT,2018,34,
Saint Vincent and the Grenadines,VCT,2019,19,
Saint Vincent and the Grenadines,VCT,2020,33,
Saint Vincent and the Grenadines,VCT,2021,32,
Saint Vincent and the Grenadines,VCT,2022,42,
Saint Vincent and the Grenadines,VCT,2023,,North America
Samoa,WSM,2009,16,
Samoa,WSM,2010,16,
Samoa,WSM,2013,6,
Samoa,WSM,2017,7,
Samoa,WSM,2018,13,
Samoa,WSM,2023,,Oceania
San Marino,SMR,1995,0,
San Marino,SMR,1996,0,
San Marino,SMR,1997,0,
San Marino,SMR,1998,0,
San Marino,SMR,1999,0,
San Marino,SMR,2000,0,
San Marino,SMR,2001,0,
San Marino,SMR,2002,1,
San Marino,SMR,2003,0,
San Marino,SMR,2004,0,
San Marino,SMR,2005,0,
San Marino,SMR,2006,0,
San Marino,SMR,2007,0,
San Marino,SMR,2008,0,
San Marino,SMR,2009,0,
San Marino,SMR,2010,0,
San Marino,SMR,2011,0,
San Marino,SMR,2023,,Europe
Sao Tome and Principe,STP,1990,8,
Sao Tome and Principe,STP,1991,7,
Sao Tome and Principe,STP,1992,12,
Sao Tome and Principe,STP,1993,8,
Sao Tome and Principe,STP,1994,8,
Sao Tome and Principe,STP,2006,4,
Sao Tome and Principe,STP,2007,4,
Sao Tome and Principe,STP,2008,14,
Sao Tome and Principe,STP,2009,5,
Sao Tome and Principe,STP,2010,6,
Sao Tome and Principe,STP,2011,6,
Sao Tome and Principe,STP,2023,,Africa
Saudi Arabia,SAU,1999,184,
Saudi Arabia,SAU,2000,173,
Saudi Arabia,SAU,2001,229,
Saudi Arabia,SAU,2002,285,
Saudi Arabia,SAU,2003,250,
Saudi Arabia,SAU,2004,301,
Saudi Arabia,SAU,2005,297,
Saudi Arabia,SAU,2006,255,
Saudi Arabia,SAU,2007,265,
Saudi Arabia,SAU,2018,224,
Saudi Arabia,SAU,2019,285,
Saudi Arabia,SAU,2023,,Asia
Scotland,,1990,76.255516,
Scotland,,1991,64,
Scotland,,1992,110,
Scotland,,1993,114,
Scotland,,1994,109,
Scotland,,1995,125,
Scotland,,1996,126,
Scotland,,1997,86,
Scotland,,1998,96,
Scotland,,1999,120,
Scotland,,2000,106,
Scotland,,2001,116,
Scotland,,2002,125,
Scotland,,2003,109,
Scotland,,2004,137,
Scotland,,2005,95,
Scotland,,2006,120,
Scotland,,2007,115,
Scotland,,2008,99,
Scotland,,2009,82,
Scotland,,2010,100,
Scotland,,2011,93,
Scotland,,2012,63,
Scotland,,2013,62,
Scotland,,2014,63,
Scotland,,2015,59,
Scotland,,2016,65,
Scotland,,2017,59,
Scotland,,2018,64,
Scotland,,2019,67,
Scotland,,2020,59,
Scotland,,2021,53,
Scotland,,2022,52,
Scotland,,2023,57,
Senegal,SEN,2023,,Africa
Serbia,SRB,2000,228,
Serbia,SRB,2001,243,
Serbia,SRB,2002,200,
Serbia,SRB,2003,176,
Serbia,SRB,2004,164,
Serbia,SRB,2005,147,
Serbia,SRB,2006,156,
Serbia,SRB,2007,171,
Serbia,SRB,2008,140,
Serbia,SRB,2009,154,
Serbia,SRB,2010,132,
Serbia,SRB,2011,129,
Serbia,SRB,2012,110,
Serbia,SRB,2013,139,
Serbia,SRB,2014,118,
Serbia,SRB,2015,100,
Serbia,SRB,2016,116,
Serbia,SRB,2017,86,
Serbia,SRB,2018,105,
Serbia,SRB,2019,88,
Serbia,SRB,2020,84,
Serbia,SRB,2021,77,
Serbia,SRB,2022,74,
Serbia,SRB,2023,89,Europe
Serbia and Montenegro,OWID_SRM,2023,,Europe
Seychelles,SYC,2004,10,
Seychelles,SYC,2006,9,
Seychelles,SYC,2007,8,
Seychelles,SYC,2008,6,
Seychelles,SYC,2009,14,
Seychelles,SYC,2010,9,
Seychelles,SYC,2011,16,
Seychelles,SYC,2012,4,
Seychelles,SYC,2013,18,
Seychelles,SYC,2014,16,
Seychelles,SYC,2015,7,
Seychelles,SYC,2016,12,
Seychelles,SYC,2017,7,
Seychelles,SYC,2018,9,
Seychelles,SYC,2019,10,
Seychelles,SYC,2020,9,
Seychelles,SYC,2021,5,
Seychelles,SYC,2022,10,
Seychelles,SYC,2023,,Africa
Sierra Leone,SLE,2004,112,
Sierra Leone,SLE,2005,99,
Sierra Leone,SLE,2006,101,
Sierra Leone,SLE,2007,134,
Sierra Leone,SLE,2008,184,
Sierra Leone,SLE,2009,158,
Sierra Leone,SLE,2010,163,
Sierra Leone,SLE,2011,187,
Sierra Leone,SLE,2012,113,
Sierra Leone,SLE,2015,124,
Sierra Leone,SLE,2020,176,
Sierra Leone,SLE,2023,,Africa
Singapore,SGP,1990,47,
Singapore,SGP,1991,51,
Singapore,SGP,1992,43,
Singapore,SGP,1993,58,
Singapore,SGP,1994,49,
Singapore,SGP,1995,54,
Singapore,SGP,1996,33,
Singapore,SGP,1997,38,
Singapore,SGP,1998,40,
Singapore,SGP,1999,39,
Singapore,SGP,2000,41,
Singapore,SGP,2001,32,
Singapore,SGP,2002,31,
Singapore,SGP,2003,27,
Singapore,SGP,2004,20,
Singapore,SGP,2006,17,
Singapore,SGP,2007,18,
Singapore,SGP,2008,27,
Singapore,SGP,2009,20,
Singapore,SGP,2010,19,
Singapore,SGP,2011,16,
Singapore,SGP,2012,11,
Singapore,SGP,2013,17,
Singapore,SGP,2014,14,
Singapore,SGP,2015,14,
Singapore,SGP,2016,18,
Singapore,SGP,2017,11,
Singapore,SGP,2018,9,
Singapore,SGP,2019,12,
Singapore,SGP,2020,10,
Singapore,SGP,2021,6,
Singapore,SGP,2022,7,
Singapore,SGP,2023,4,Asia
Sint Maarten (Dutch part),SXM,2023,,North America
Slovakia,SVK,1990,93,
Slovakia,SVK,1991,128,
Slovakia,SVK,1993,137,
Slovakia,SVK,1994,129,
Slovakia,SVK,1995,128,
Slovakia,SVK,1996,132,
Slovakia,SVK,1997,140,
Slovakia,SVK,1998,128,
Slovakia,SVK,1999,141,
Slovakia,SVK,2000,129,
Slovakia,SVK,2001,118,
Slovakia,SVK,2002,121,
Slovakia,SVK,2003,137,
Slovakia,SVK,2004,108,
Slovakia,SVK,2005,93,
Slovakia,SVK,2006,82,
Slovakia,SVK,2007,82,
Slovakia,SVK,2008,86,
Slovakia,SVK,2009,78,
Slovakia,SVK,2010,89,
Slovakia,SVK,2011,96,
Slovakia,SVK,2012,75,
Slovakia,SVK,2013,78,
Slovakia,SVK,2014,72,
Slovakia,SVK,2015,48,
Slovakia,SVK,2016,60,
Slovakia,SVK,2017,80,
Slovakia,SVK,2018,67,
Slovakia,SVK,2019,76,
Slovakia,SVK,2020,63,
Slovakia,SVK,2021,55,
Slovakia,SVK,2022,42,
Slovakia,SVK,2023,62,Europe
Slovenia,SVN,1990,41,
Slovenia,SVN,1991,40,
Slovenia,SVN,1992,48,
Slovenia,SVN,1993,26,
Slovenia,SVN,1994,41,
Slovenia,SVN,1995,44,
Slovenia,SVN,1996,38,
Slovenia,SVN,1997,36,
Slovenia,SVN,1998,14,
Slovenia,SVN,1999,25,
Slovenia,SVN,2000,36,
Slovenia,SVN,2001,28,
Slovenia,SVN,2002,36,
Slovenia,SVN,2003,21,
Slovenia,SVN,2004,27,
Slovenia,SVN,2005,20,
Slovenia,SVN,2006,12,
Slovenia,SVN,2007,24,
Slovenia,SVN,2008,10,
Slovenia,SVN,2009,13,
Slovenia,SVN,2010,15,
Slovenia,SVN,2011,16,
Slovenia,SVN,2012,14,
Slovenia,SVN,2013,12,
Slovenia,SVN,2014,16,
Slovenia,SVN,2015,20,
Slovenia,SVN,2016,10,
Slovenia,SVN,2017,19,
Slovenia,SVN,2018,9,
Slovenia,SVN,2019,14,
Slovenia,SVN,2020,11,
Slovenia,SVN,2021,9,
Slovenia,SVN,2022,13,
Slovenia,SVN,2023,12,Europe
Solomon Islands,SLB,2004,20,
Solomon Islands,SLB,2005,26,
Solomon Islands,SLB,2006,23,
Solomon Islands,SLB,2007,26,
Solomon Islands,SLB,2008,19,
Solomon Islands,SLB,2023,,Oceania
Somalia,SOM,2023,,Africa
South Africa,ZAF,1994,25965,
South Africa,ZAF,1995,26877,
South Africa,ZAF,1996,25470,
South Africa,ZAF,1997,24486,
South Africa,ZAF,1998,25127,
South Africa,ZAF,1999,22604,
South Africa,ZAF,2000,21758,
South Africa,ZAF,2001,21405,
South Africa,ZAF,2002,21553,
South Africa,ZAF,2003,19824,
South Africa,ZAF,2004,18793,
South Africa,ZAF,2005,18528,
South Africa,ZAF,2006,19106,
South Africa,ZAF,2007,18400,
South Africa,ZAF,2008,18084,
South Africa,ZAF,2009,16767,
South Africa,ZAF,2010,15893,
South Africa,ZAF,2011,15554,
South Africa,ZAF,2012,16213,
South Africa,ZAF,2013,17023,
South Africa,ZAF,2014,17805,
South Africa,ZAF,2015,18673,
South Africa,ZAF,2016,19016,
South Africa,ZAF,2017,20336,
South Africa,ZAF,2018,21022,
South Africa,ZAF,2019,21325,
South Africa,ZAF,2020,19972,
South Africa,ZAF,2021,25181,
South Africa,ZAF,2022,27272,
South Africa,ZAF,2023,,Africa
South Georgia and the South Sandwich Islands,SGS,2023,,South America
South Korea,KOR,1990,208.03244,
South Korea,KOR,1991,216.55518,
South Korea,KOR,1992,239.79903,
South Korea,KOR,1993,306.4314,
South Korea,KOR,1994,223.52834,
South Korea,KOR,1995,228.1771,
South Korea,KOR,1996,246.38478,
South Korea,KOR,1997,277.3766,
South Korea,KOR,1998,377.71252,
South Korea,KOR,1999,384.68567,
South Korea,KOR,2000,369.96457,
South Korea,KOR,2001,407.15472,
South Korea,KOR,2002,370.73935,
South Korea,KOR,2003,386.62265,
South Korea,KOR,2004,419.93884,
South Korea,KOR,2005,411.0287,
South Korea,KOR,2006,415.67746,
South Korea,KOR,2007,430.39856,
South Korea,KOR,2008,429.62378,
South Korea,KOR,2009,532.2841,
South Korea,KOR,2010,484.63422,
South Korea,KOR,2011,403,
South Korea,KOR,2012,435,
South Korea,KOR,2013,352,
South Korea,KOR,2014,377,
South Korea,KOR,2015,375,
South Korea,KOR,2016,356,
South Korea,KOR,2017,301,
South Korea,KOR,2018,309,
South Korea,KOR,2019,297,
South Korea,KOR,2020,308,
South Korea,KOR,2021,245,
South Korea,KOR,2022,257,
South Korea,KOR,2023,247,Asia
South Sudan,SSD,2012,1504,
South Sudan,SSD,2023,,Africa
South-Eastern Asia (UN),,2000,16476.53,
South-Eastern Asia (UN),,2001,15973.019,
South-Eastern Asia (UN),,2002,16027.7295,
South-Eastern Asia (UN),,2003,17631.363,
South-Eastern Asia (UN),,2004,15074.042,
South-Eastern Asia (UN),,2005,15668.369,
South-Eastern Asia (UN),,2006,15336.089,
South-Eastern Asia (UN),,2007,14995.912,
South-Eastern Asia (UN),,2008,14211.982,
South-Eastern Asia (UN),,2009,17331.453,
South-Eastern Asia (UN),,2010,16592.93,
South-Eastern Asia (UN),,2011,16706.047,
South-Eastern Asia (UN),,2012,17223.592,
South-Eastern Asia (UN),,2013,17283.77,
South-Eastern Asia (UN),,2014,17460.307,
South-Eastern Asia (UN),,2015,17400.723,
South-Eastern Asia (UN),,2016,18593.807,
South-Eastern Asia (UN),,2017,15312.3955,
South-Eastern Asia (UN),,2018,12341.681,
